Frame Number, Receipt Time, Data Synchronized, Data Processed - General, Data Processed, Delivered To DataStream
55884248, 22161988.326322, 0.000192, 0.000898, 0.000051, 0.000092
55884249, 22161996.954430, 0.000162, 0.000864, 0.000046, 0.000079
55884250, 22162005.047882, 0.000151, 0.000820, 0.000042, 0.000070
55884251, 22162013.467188, 0.000166, 0.000845, 0.000045, 0.000081
55884252, 22162021.687886, 0.000181, 0.000904, 0.000050, 0.000097
55884253, 22162030.263132, 0.000160, 0.000839, 0.000044, 0.000071
55884254, 22162038.858768, 0.000388, 0.001106, 0.000046, 0.000080
55884255, 22162047.017165, 0.000428, 0.000836, 0.000040, 0.000071
55884256, 22162055.288836, 0.000153, 0.000824, 0.000045, 0.000083
55884257, 22162063.630737, 0.000248, 0.000860, 0.000046, 0.000081
55884258, 22162072.449524, 0.000441, 0.000914, 0.000050, 0.000090
55884259, 22162080.628310, 0.000430, 0.000842, 0.000045, 0.000091
55884260, 22162089.826943, 0.000177, 0.000914, 0.000054, 0.000092
55884261, 22162097.520537, 0.000184, 0.000866, 0.000050, 0.000079
55884262, 22162105.333825, 0.000437, 0.000818, 0.000045, 0.000083
55884263, 22162113.351384, 0.000171, 0.000847, 0.000046, 0.000082
55884264, 22162122.021403, 0.000432, 0.000884, 0.000050, 0.000091
55884265, 22162130.365947, 0.000440, 0.000850, 0.000045, 0.000089
55884266, 22162139.984073, 0.000180, 0.000914, 0.000049, 0.000092
55884267, 22162148.161349, 0.000180, 0.000944, 0.000052, 0.000094
55884268, 22162155.207014, 0.000343, 0.000809, 0.000044, 0.000079
55884269, 22162163.465470, 0.000168, 0.000888, 0.000050, 0.000089
55884270, 22162172.164941, 0.000438, 0.000987, 0.000048, 0.000085
55884271, 22162179.960859, 0.000171, 0.000868, 0.000046, 0.000075
55884272, 22162188.388472, 0.000172, 0.000877, 0.000045, 0.000076
55884273, 22162196.663919, 0.000154, 0.000816, 0.000042, 0.000066
55884274, 22162204.959000, 0.000170, 0.000883, 0.000047, 0.000086
55884275, 22162213.374907, 0.000183, 0.000881, 0.000048, 0.000084
55884276, 22162222.543334, 0.000395, 0.000853, 0.000049, 0.000087
55884277, 22162230.357754, 0.000405, 0.000892, 0.000048, 0.000089
55884278, 22162238.463289, 0.000193, 0.000869, 0.000045, 0.000075
55884279, 22162246.970949, 0.000201, 0.000774, 0.000044, 0.000078
55884280, 22162255.299635, 0.000259, 0.000895, 0.000049, 0.000086
55884281, 22162263.507872, 0.000207, 0.000896, 0.000049, 0.000087
55884282, 22162272.350069, 0.000482, 0.001058, 0.000048, 0.000087
55884283, 22162280.611923, 0.000415, 0.000887, 0.000048, 0.000088
55884284, 22162288.322886, 0.000171, 0.000887, 0.000050, 0.000087
55884285, 22162297.485649, 0.000429, 0.000994, 0.000044, 0.000079
55884286, 22162305.034252, 0.000151, 0.000781, 0.000042, 0.000084
55884287, 22162313.373510, 0.000170, 0.000901, 0.000050, 0.000085
55884288, 22162322.351636, 0.000423, 0.001034, 0.000049, 0.000087
55884289, 22162330.352581, 0.000368, 0.000904, 0.000045, 0.000081
55884290, 22162339.248394, 0.000454, 0.001110, 0.000047, 0.000083
55884291, 22162346.462460, 0.000157, 0.000786, 0.000041, 0.000073
55884292, 22162355.063382, 0.000208, 0.000892, 0.000052, 0.000092
55884293, 22162363.432847, 0.000171, 0.000892, 0.000047, 0.000081
55884294, 22162372.580884, 0.000169, 0.000963, 0.000050, 0.000095
55884295, 22162380.297133, 0.000444, 0.000874, 0.000047, 0.000084
55884296, 22162388.314692, 0.000171, 0.000905, 0.000051, 0.000089
55884297, 22162396.521419, 0.000161, 0.000751, 0.000043, 0.000068
55884298, 22162405.417232, 0.000434, 0.000905, 0.000050, 0.000089
55884299, 22162413.603193, 0.000169, 0.000857, 0.000047, 0.000083
55884300, 22162422.244893, 0.000439, 0.001048, 0.000054, 0.000091
55884301, 22162430.208458, 0.000217, 0.000865, 0.000048, 0.000081
55884302, 22162438.440483, 0.000193, 0.000921, 0.000052, 0.000092
55884303, 22162446.840532, 0.000150, 0.000758, 0.000040, 0.000073
55884304, 22162455.114091, 0.000199, 0.000904, 0.000050, 0.000090
55884305, 22162463.267202, 0.000175, 0.000861, 0.000047, 0.000082
55884306, 22162472.029729, 0.000196, 0.000901, 0.000056, 0.000100
55884307, 22162481.618403, 0.000333, 0.000895, 0.000049, 0.000082
55884308, 22162488.599879, 0.000237, 0.000912, 0.000050, 0.000090
55884309, 22162496.803963, 0.000148, 0.000807, 0.000041, 0.000073
55884310, 22162505.071104, 0.000201, 0.000903, 0.000050, 0.000092
55884311, 22162514.082079, 0.000466, 0.001093, 0.000049, 0.000084
55884312, 22162522.143815, 0.000171, 0.000891, 0.000048, 0.000084
55884313, 22162530.251616, 0.000317, 0.000842, 0.000042, 0.000074
55884314, 22162538.274839, 0.000167, 0.000800, 0.000045, 0.000081
55884315, 22162547.086073, 0.000181, 0.000878, 0.000052, 0.000086
55884316, 22162555.087019, 0.000185, 0.000872, 0.000048, 0.000093
55884317, 22162563.260519, 0.000152, 0.000860, 0.000046, 0.000077
55884318, 22162571.634137, 0.000165, 0.000869, 0.000046, 0.000080
55884319, 22162580.665879, 0.000431, 0.000918, 0.000042, 0.000078
55884320, 22162588.378352, 0.000230, 0.000794, 0.000042, 0.000076
55884321, 22162597.452006, 0.000442, 0.001094, 0.000048, 0.000088
55884322, 22162605.263783, 0.000275, 0.000885, 0.000048, 0.000078
55884323, 22162613.414251, 0.000201, 0.000849, 0.000045, 0.000076
55884324, 22162622.817533, 0.000166, 0.000805, 0.000045, 0.000090
55884325, 22162630.342349, 0.000403, 0.000816, 0.000046, 0.000084
55884326, 22162638.339518, 0.000168, 0.000811, 0.000044, 0.000082
55884327, 22162646.723331, 0.000195, 0.000885, 0.000049, 0.000089
55884328, 22162655.300843, 0.000280, 0.000841, 0.000048, 0.000088
55884329, 22162663.438095, 0.000180, 0.000926, 0.000047, 0.000088
55884330, 22162672.314274, 0.000440, 0.001048, 0.000046, 0.000086
55884331, 22162680.193638, 0.000199, 0.000838, 0.000042, 0.000084
55884332, 22162688.292377, 0.000157, 0.000808, 0.000043, 0.000079
55884333, 22162697.096060, 0.000185, 0.001020, 0.000056, 0.000099
55884334, 22162705.284664, 0.000190, 0.000977, 0.000065, 0.000094
55884335, 22162713.695662, 0.000175, 0.000987, 0.000056, 0.000097
55884336, 22162722.071546, 0.000194, 0.001034, 0.000055, 0.000099
55884337, 22162730.406651, 0.000211, 0.000959, 0.000051, 0.000096
55884338, 22162738.325661, 0.000178, 0.000873, 0.000047, 0.000080
55884339, 22162747.303787, 0.000408, 0.000929, 0.000046, 0.000079
55884340, 22162755.317570, 0.000198, 0.000981, 0.000050, 0.000088
55884341, 22162763.589241, 0.000170, 0.000873, 0.000048, 0.000080
55884342, 22162771.911886, 0.000193, 0.000913, 0.000052, 0.000091
55884343, 22162780.627215, 0.000217, 0.000875, 0.000046, 0.000081
55884344, 22162788.344219, 0.000179, 0.000853, 0.000046, 0.000080
55884345, 22162797.367277, 0.000443, 0.000879, 0.000048, 0.000081
55884346, 22162805.188871, 0.000175, 0.000945, 0.000050, 0.000090
55884347, 22162813.708613, 0.000177, 0.000902, 0.000047, 0.000081
55884348, 22162821.693700, 0.000171, 0.000827, 0.000044, 0.000083
55884349, 22162830.566103, 0.000378, 0.000806, 0.000040, 0.000070
55884350, 22162838.313314, 0.000200, 0.000822, 0.000044, 0.000080
55884351, 22162847.263876, 0.000443, 0.000935, 0.000046, 0.000081
55884352, 22162855.167783, 0.000175, 0.000916, 0.000049, 0.000089
55884353, 22162863.567832, 0.000181, 0.000864, 0.000046, 0.000080
55884354, 22162871.991291, 0.000177, 0.000890, 0.000048, 0.000093
55884355, 22162880.431363, 0.000426, 0.000824, 0.000043, 0.000081
